CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,DATE_OF_BIRTH,GENDER,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,COUNTRY,CUSTOMER_SEGMENT,REGISTRATION_DATE,IS_ACTIVE,LOYALTY_TIER
CUS-163A78533E9,Michael,Tran,jessica26@example.net,676.549.1889x330,1996-06-13,Female,8940 Davidson Cliffs Apt. 014,,East Joann,MN,27413,US,Corporate,2024-10-16 02:07:34.186967,True,Gold
CUS-9D11D047858,Tyler,Wilson,harrisonjose@example.net,863-207-9963,1986-12-03,Non-Binary,164 Klein Tunnel Suite 855,Apt. 668,Port Erin,HI,18386,US,Corporate,2025-11-05 10:24:33.931990,True,Platinum
CUS-97F817BD2DD,Andrew,Davis,jeffrey37@example.net,(444)830-5421x127,1953-03-02,Non-Binary,5491 Walsh Center,Apt. 955,Robertsshire,TN,30604,US,Small Business,2022-12-21 05:51:55.839734,True,Gold
CUS-F691FFA140C,Jamie,Payne,clinegordon@example.org,+1-894-930-6556x4612,1949-01-10,Male,042 Molly Crescent Suite 621,Apt. 093,Chenfort,MH,69512,US,Consumer,2022-05-21 00:47:57.259735,True,Gold
CUS-ED7AC3AC2FE,David,Jones,mhayes@example.com,321.233.9133,1980-04-21,Male,17535 Tate Hollow Apt. 396,Apt. 398,Garciashire,IL,09457,US,Enterprise,2022-02-19 21:45:26.594765,True,Silver
CUS-DFFFE8D9225,Seth,Elliott,lindsaywalker@example.org,584-570-1981x5134,2005-01-24,Male,1280 Jenkins Course Apt. 011,,Davidport,MI,72501,US,Consumer,2021-07-25 07:53:17.126437,True,Bronze
CUS-D78D8A3C0C1,Emily,Hines,hollyvargas@example.com,(608)446-8295x1661,1966-02-02,Non-Binary,409 Anthony Divide Apt. 741,,South Tannerbury,TX,45518,US,Enterprise,2022-03-08 11:04:13.561409,True,Gold
CUS-C921054D070,Jack,Mcgee,jacob29@example.com,(771)237-3948x41069,1979-09-06,Male,497 Carlson Valley,,Connieview,WA,46800,US,Consumer,2025-11-10 16:03:17.105285,True,Silver
CUS-538912743B6,Paul,Anderson,jenniferellis@example.com,317.522.1192,2000-06-24,Prefer Not to Say,68692 Estrada Islands,,Lake April,NJ,05589,US,Consumer,2025-04-01 04:24:40.431163,False,Bronze
CUS-25D4D9E9389,Shane,Jones,sallen@example.net,683.989.3847x7735,1967-09-15,Prefer Not to Say,583 Jones Forges,Apt. 092,Port Shannon,HI,33126,US,Small Business,2024-05-06 07:43:55.049267,True,Silver
CUS-D49BC03CA5B,Sheri,Gonzalez,eturner@example.com,+1-502-831-2872x15092,1991-01-24,Male,34135 Donna Bypass Apt. 006,,Katrinatown,CT,47854,US,Enterprise,2025-07-21 17:09:09.433542,True,Gold
CUS-61D7E7458F1,Derrick,Anderson,wendypena@example.net,+1-884-704-5185x824,1946-06-15,Male,408 Foster Dale Apt. 910,Apt. 247,Pamelabury,MH,45378,US,Small Business,2026-06-30 08:04:04.688959,True,Gold
CUS-D87407F49BB,Scott,Gould,brittanythompson@example.net,(390)322-9766,1981-10-04,Prefer Not to Say,354 Mathew Vista,,Stacyfort,NH,48348,US,Enterprise,2025-04-13 15:04:54.041413,True,Platinum
CUS-BB86CFA7B46,Tricia,Bray,hodgewendy@example.org,9309346801,1949-09-18,Non-Binary,6557 Christopher Parks Apt. 456,,Jamesfurt,HI,29435,US,Enterprise,2026-01-29 16:13:29.794732,True,Bronze
CUS-57AF05F2457,Valerie,Saunders,davidcampos@example.org,597.939.1926,1985-07-17,Prefer Not to Say,24870 Smith Way,Apt. 432,Brittanyberg,WY,20267,US,Enterprise,2024-09-19 22:52:49.087732,True,Bronze
CUS-756E3180EDF,Sheila,Pearson,seanortiz@example.com,+1-401-469-8616x18461,1984-04-19,Non-Binary,15333 Kim Flat,,Hoganburgh,OK,26426,US,Enterprise,2024-03-13 09:53:02.885923,True,Silver
CUS-406F440B4DD,Sarah,Brooks,kristenperez@example.net,(331)558-4067,1968-08-17,Male,1154 Moore Corner Apt. 251,,New Kenneth,VT,94056,US,Consumer,2021-09-03 16:05:07.038752,True,Silver
CUS-041FB10327A,Barbara,Quinn,brownnicholas@example.net,214.643.4877x96479,1953-07-30,Female,60394 Kyle Mews,,Johnberg,FL,25818,US,Corporate,2023-10-17 03:03:58.698020,True,Gold
CUS-EFC9A17CB20,Thomas,Holloway,thomas52@example.com,841-489-7347,1988-01-30,Male,25592 Buckley Rapid,,Elizabethstad,WI,71116,US,Corporate,2021-11-27 14:26:00.758895,True,Bronze
CUS-4F17E8FA610,Jesus,Smith,gmullins@example.net,(884)772-0050x924,1957-05-31,Prefer Not to Say,36008 Felicia Harbors,Apt. 003,New Angela,SD,12673,US,Enterprise,2024-03-05 02:59:35.460171,True,Gold
CUS-3090BDD5CAA,Helen,Gonzalez,blakemichael@example.com,(246)969-6859x282,1980-12-18,Prefer Not to Say,351 Ellis Spur,,South Jamesport,MN,89528,US,Small Business,2024-04-13 18:08:26.123755,True,Platinum
CUS-6F3A2D1FFA0,Krystal,Smith,justin76@example.org,(233)699-9190,1969-02-21,Prefer Not to Say,0438 Megan Lock,,New Barbaraberg,IA,24338,US,Consumer,2023-11-24 23:20:02.732632,True,Bronze
CUS-FAFD560585F,Lindsay,Krause,navarromichael@example.org,001-922-472-3403x61292,1987-06-17,Prefer Not to Say,46140 Nicholas Summit Suite 264,Suite 326,Lake Michellemouth,NH,09174,US,Enterprise,2022-06-19 16:25:53.608053,True,Platinum
CUS-34AD0BD2F09,Bill,Richard,pjones@example.org,(378)965-4138x759,1990-01-22,Non-Binary,69329 Howard Skyway,Suite 951,East Danielstad,MN,49645,US,Consumer,2024-11-12 13:35:58.500401,True,Silver
CUS-3474A170B5C,Andrew,Stevens,garciajon@example.com,(228)874-3472x900,2006-04-18,Prefer Not to Say,3816 Morgan Neck,,New Nicoletown,DC,07974,US,Small Business,2023-06-10 02:45:06.104051,True,Silver
CUS-009A70EC005,John,Santos,liujeffrey@example.org,001-487-708-1875,2000-02-21,Female,1068 Rebecca Shores Suite 163,Apt. 927,Rogerborough,PA,39294,US,Small Business,2025-10-18 02:11:10.068503,True,Gold
CUS-80FC513FD02,Tony,Johnson,pwilliams@example.org,(876)899-4520x89954,1990-11-07,Female,7758 Carter Avenue Suite 321,,Corteztown,MP,28193,US,Enterprise,2025-05-29 22:03:45.874682,False,Gold
CUS-267AF3640B8,Jennifer,Branch,warebrittney@example.org,(518)671-0191,1981-10-02,Female,66529 Peter Neck,Suite 362,New Crystal,SC,82271,US,Enterprise,2023-02-13 04:27:25.185217,True,Gold
CUS-D44A6902F0D,John,Castaneda,weavercorey@example.org,712-800-9055x4636,1991-11-14,Male,92198 Gonzalez Island,Suite 315,South Brent,RI,49236,US,Small Business,2025-08-31 21:25:29.119913,True,Platinum
CUS-CBADEED3F68,Anna,Barton,brownregina@example.org,+1-739-969-9356,1965-01-19,Non-Binary,9536 Hernandez Via Apt. 514,,Rachelport,MT,72873,US,Small Business,2024-04-14 12:38:13.422058,True,Platinum
CUS-D3EB5F180CA,Michael,Wilkerson,ycasey@example.org,510-674-6317x096,1959-03-06,Female,361 Javier Keys,,West Heatherchester,NH,80608,US,Enterprise,2025-10-11 23:32:32.011372,True,Bronze
CUS-6E394AA0544,Michael,Edwards,kaufmanbarbara@example.com,293-236-3035x2580,1949-09-21,Non-Binary,0131 Taylor Isle Apt. 474,,Amberburgh,PA,49534,US,Consumer,2026-04-21 12:08:10.777510,True,Platinum
CUS-67E89AF301E,Erin,Torres,qdean@example.org,+1-682-553-2547x0092,1989-09-11,Prefer Not to Say,2075 Nicholas Ridge,,North Derrickburgh,RI,70537,US,Small Business,2022-07-23 17:14:08.463422,True,Platinum
CUS-3F3D0B251C1,Marvin,Brewer,richard72@example.org,001-790-570-2416x764,1996-04-16,Non-Binary,17819 Williamson Loop Apt. 533,,Mitchellberg,NE,29818,US,Enterprise,2026-01-09 05:20:47.941926,True,Platinum
CUS-D7943C10A82,Micheal,Clark,kaitlynweaver@example.com,686-620-0483x2704,1972-03-13,Male,5526 Adam Plaza Apt. 589,,Michaelberg,GU,25403,US,Consumer,2025-04-29 07:04:17.322531,True,Gold
CUS-209D0BE3D16,Bethany,Payne,hreeves@example.org,001-554-435-8017,1986-04-05,Male,0442 Bowman Island Apt. 423,,Nathanielfurt,AS,97975,US,Corporate,2024-07-20 09:34:49.781725,True,Platinum
CUS-74E67DB18EA,Patty,Elliott,jennifer90@example.net,+1-349-536-6334x924,1964-07-31,Male,885 Steven Orchard Suite 123,,Port Christineburgh,MO,53213,US,Consumer,2024-04-03 03:30:40.276494,True,Bronze
CUS-ADD775852E8,Makayla,Villarreal,wrodriguez@example.net,001-933-607-0115,1992-06-08,Prefer Not to Say,5309 Victoria Corners Apt. 383,,Jillton,IA,62173,US,Small Business,2021-09-12 12:34:42.308439,True,Gold
CUS-9AAE03FF5AD,Crystal,Boyer,wcook@example.net,970.380.6446,2002-02-19,Female,817 Preston Run,Apt. 687,Weisshaven,WY,74098,US,Corporate,2026-01-18 08:09:26.897565,True,Platinum
CUS-BF278ED36FF,Dennis,Harvey,caldwellphillip@example.org,(878)529-3258x6973,1983-05-03,Prefer Not to Say,96336 Sonya Course Suite 098,,East Jessicafurt,LA,78496,US,Enterprise,2021-11-21 15:03:14.700778,True,Bronze
CUS-7F6A191083A,Edwin,Marquez,changjohn@example.com,(690)726-8890x006,1977-06-15,Prefer Not to Say,762 Cheyenne Shoal Apt. 713,,South Pamelahaven,PR,54274,US,Enterprise,2026-04-15 18:07:57.573574,True,Platinum
CUS-D0DEB128843,Austin,Elliott,eproctor@example.com,001-785-437-3403x8912,2006-06-16,Female,957 Wilson Extensions Suite 464,,West Sydney,DE,72624,US,Consumer,2024-03-15 13:42:24.883492,True,Gold
CUS-0BD8DFB4C69,Heather,Moran,jenniferfernandez@example.net,+1-308-837-7775x7954,1958-03-28,Non-Binary,6747 Reese Villages,,Aaronside,MO,56661,US,Enterprise,2026-02-10 11:43:36.048863,True,Bronze
CUS-FFA714230F9,Rebecca,Taylor,paul19@example.net,389.542.8689,1972-08-17,Female,45406 Richard Skyway,,Scottmouth,MH,49541,US,Enterprise,2025-12-14 20:40:37.168473,True,Bronze
CUS-B10ADA39956,Jose,Miller,anneflores@example.net,+1-390-954-6567x47733,1987-02-01,Female,655 Walker Oval Apt. 441,,Johnview,NH,56201,US,Consumer,2025-07-21 12:39:01.704025,True,Platinum
CUS-845E6896931,Donna,Pierce,sbush@example.net,6499056408,1974-07-04,Non-Binary,4832 Ramirez Causeway Apt. 935,,New Davidport,FM,53041,US,Corporate,2021-10-19 13:28:08.333457,True,Bronze
CUS-98BF48041EF,Leonard,Moore,vaughanjane@example.com,6725551832,1947-12-19,Prefer Not to Say,494 Laura Terrace Apt. 144,Suite 864,North Lonnieburgh,VI,40370,US,Small Business,2024-11-28 20:33:59.573364,False,Gold
CUS-940F4B34151,Jennifer,Schultz,dannydavis@example.com,001-564-338-0677x1835,1958-08-18,Non-Binary,72845 Norris Ville Apt. 576,,New Gabrielle,PW,65163,US,Corporate,2025-07-06 18:18:31.254722,True,Silver
CUS-B63674765AE,Dustin,Wagner,claudiamarshall@example.net,+1-361-996-0249x1321,1971-11-15,Male,38657 Jose Wells Suite 196,,Port Jerryville,IA,44273,US,Small Business,2022-03-03 17:13:11.133851,True,Platinum
CUS-FF3EE4267C5,Gary,Leon,scottjames@example.com,816.438.3256x785,1967-09-02,Female,0636 Angela Squares,Apt. 502,Harrismouth,AS,15906,US,Small Business,2021-10-30 16:16:31.154143,True,Platinum
CUS-3C9094524CC,Bryan,Parrish,csullivan@example.org,+1-285-509-7185x4796,1965-02-20,Prefer Not to Say,41236 Palmer Drive Suite 800,Suite 626,Nicholeville,MT,62773,US,Consumer,2022-03-02 00:12:25.103941,True,Gold
CUS-0E54EB1306F,William,Harrison,johnsonbruce@example.org,(822)385-5784x33508,1951-08-11,Non-Binary,5575 Lindsay Estate,,Juanbury,GU,69012,US,Consumer,2025-04-09 19:32:18.190096,True,Gold
CUS-B417D17AE25,Joel,Hopkins,qmack@example.com,(818)504-0701,2007-01-22,Male,239 Foster Skyway Apt. 426,Suite 368,Madelineside,SC,00532,US,Small Business,2025-05-17 07:00:02.142818,False,Platinum
CUS-5A3EF83CB7A,Michael,Butler,alyssacarroll@example.org,(510)566-4718,1951-02-07,Non-Binary,58259 Patton Vista Apt. 804,,Stephenton,SC,74049,US,Corporate,2025-04-10 00:36:46.252724,True,Bronze
CUS-993D593AA35,Jeffrey,Perkins,barbaraschaefer@example.com,7084882237,1956-04-25,Male,09575 Rebecca Port Apt. 348,,East Elizabeth,DC,47573,US,Small Business,2024-01-22 18:38:42.531988,True,Bronze
CUS-84FCD0CCE6D,Larry,Pruitt,sheila28@example.com,+1-485-365-6607,1964-11-19,Prefer Not to Say,22554 Justin Views,,Cherylmouth,DE,07269,US,Enterprise,2025-05-26 11:29:14.625029,True,Platinum
CUS-AC90AE1E872,Julian,Mann,roy20@example.net,3285925442,1959-05-18,Female,683 Crystal Springs Suite 435,Apt. 610,Martinbury,OK,49755,US,Small Business,2024-06-22 08:24:33.821775,True,Gold
CUS-2EA86BACF61,Richard,Williams,gregoryruiz@example.net,001-544-881-9549x766,1985-12-16,Female,7664 Brandon Greens,,South Michelleborough,NM,49176,US,Corporate,2025-08-27 14:34:02.800184,True,Gold
CUS-106246123A8,Jason,Terry,nicolemason@example.org,(828)721-8382x6465,1950-01-18,Prefer Not to Say,40913 Stone Loaf,,Lake Michael,WV,02066,US,Corporate,2025-11-03 05:33:34.759145,True,Gold
CUS-6C711085F7D,Jeremy,Middleton,gonzalezmelissa@example.net,824-557-7724,1994-09-25,Male,5812 Molly View,,West Paulton,DE,14062,US,Enterprise,2021-11-16 01:07:18.533609,True,Platinum
CUS-EFE04460C36,Ronald,Johns,jaredgarcia@example.net,+1-477-251-5258x70467,1958-07-12,Prefer Not to Say,4820 Porter Meadows,,Ginaborough,NC,55639,US,Small Business,2023-09-15 10:54:54.987732,True,Platinum
CUS-1E2B681B7EE,Casey,Sanders,brandoncasey@example.net,(591)967-0580,1952-07-19,Non-Binary,66679 Nancy Meadows,,Christopherhaven,WV,40378,US,Enterprise,2022-05-15 00:49:50.616052,True,Silver
CUS-025B00FB53D,Daniel,Bennett,sonyamiller@example.net,001-464-399-0416x8854,2004-02-09,Prefer Not to Say,69996 Rachel Fall,,Wendyfurt,PR,37224,US,Consumer,2024-01-03 01:16:03.955970,True,Gold
CUS-80AB3176B28,Jennifer,Davis,justinkelly@example.net,(583)268-1800,1945-12-20,Female,7982 Harris Lake Suite 990,,Garyhaven,NY,82430,US,Corporate,2025-11-17 00:25:18.455481,True,Bronze
CUS-0F9E229A97B,Andrew,Rojas,murraykayla@example.net,(404)453-5950x94928,1998-06-12,Prefer Not to Say,265 Michael Street,,North Isaac,DC,92561,US,Enterprise,2026-04-06 15:40:44.129310,True,Gold
CUS-B16DEFD22EF,Alyssa,Barnett,rachel69@example.net,001-557-419-6586x98105,1982-11-04,Female,27575 Isaiah Vista Apt. 579,,Callahanville,MO,84081,US,Consumer,2022-12-20 07:19:11.229485,True,Bronze
CUS-68633CD89BB,Sharon,Walsh,ericksondavid@example.com,719.717.3391x7001,1998-06-07,Prefer Not to Say,94952 Roberts Gardens,Suite 897,Patrickport,VI,34118,US,Corporate,2023-02-12 18:40:26.741695,True,Gold
CUS-0D1C3D1959F,Kimberly,Carter,ian68@example.com,(261)810-1965x089,1945-08-25,Male,1910 Daugherty Vista Suite 250,,Lake Tammyton,GA,77777,US,Corporate,2025-08-24 05:19:05.522436,True,Bronze
CUS-0EC7B9E58A9,Leah,Martinez,stephanie24@example.org,6836152158,1994-05-08,Male,6917 Robert Drive,Suite 144,Maryland,NM,28928,US,Corporate,2025-11-27 12:47:57.958582,True,Platinum
CUS-B6F8F34235B,Sabrina,Gill,omar04@example.org,7034835532,2000-05-03,Prefer Not to Say,534 Holloway Manors,,North Paulton,AZ,80733,US,Enterprise,2026-03-02 14:49:06.449218,True,Platinum
CUS-9DB5AB7D642,Ashley,Roberts,kari28@example.net,737-293-1187,1952-03-19,Male,7620 Jeffrey Inlet Suite 024,,North Derrickburgh,MD,35438,US,Corporate,2024-03-05 07:41:41.834596,True,Platinum
CUS-B84A9CF44A3,John,Williams,dbaker@example.net,2389370410,1976-11-11,Male,120 Mary Common Apt. 326,,Port Jon,WI,14991,US,Corporate,2023-08-02 23:00:11.466191,True,Gold
CUS-482572DF22C,James,Peters,powelltravis@example.org,649.802.5812x4912,1960-04-17,Male,996 Susan Road,,East Danielle,HI,65573,US,Small Business,2021-07-19 16:40:38.796591,True,Platinum
CUS-C547DB2EF02,Mason,Schultz,iliu@example.net,001-870-375-2817x8715,1970-02-11,Female,1484 Tricia Land Apt. 318,,Kevinside,MD,41358,US,Consumer,2023-02-24 07:08:26.697166,True,Silver
CUS-3BE92976A85,Daniel,Sparks,lunapatricia@example.com,(311)865-5827,1948-07-17,Male,84761 Johnathan Shore,,Maysville,PW,45339,US,Enterprise,2025-09-17 13:56:08.446148,True,Silver
CUS-308B4B4377F,Paul,Paul,khamilton@example.org,362-365-1795x391,1953-02-19,Female,2967 Johnson Circles,,Port Jeanettebury,MN,94152,US,Enterprise,2024-03-26 08:11:18.906782,False,Gold
CUS-ECC0C94C21C,Antonio,Nguyen,beltrankatherine@example.org,4097587419,1952-03-05,Non-Binary,573 Gina Roads,Apt. 206,Williamhaven,IN,35222,US,Consumer,2024-03-18 02:46:55.530581,True,Silver
CUS-112C1297DC6,Sherri,Silva,nicholas53@example.net,(415)241-1809x277,1989-05-28,Male,336 Rebecca Vista,,Warnerton,MA,25208,US,Small Business,2024-01-20 11:36:26.768885,True,Gold
CUS-A883E8C1EBC,James,Allen,william39@example.com,(267)613-4250,1964-01-02,Prefer Not to Say,6256 Amber Springs Suite 094,Apt. 556,Paulhaven,OK,98554,US,Enterprise,2025-10-30 02:42:43.841111,False,Gold
CUS-938D051A2D7,Thomas,Kennedy,audreyavila@example.com,2498148824,1993-11-10,Prefer Not to Say,16244 Williams Stream,,North Karen,ME,75469,US,Corporate,2026-04-27 05:40:18.250818,True,Bronze
CUS-F6A538F95AF,Sierra,Harris,oanderson@example.com,001-226-991-1921,1983-08-19,Female,31351 Moreno Ramp,,Lake Sean,DE,32533,US,Consumer,2021-10-16 20:04:50.507026,True,Bronze
CUS-5BF3B590917,Ernest,Smith,carlossims@example.com,001-752-483-6077x442,1959-06-19,Non-Binary,7636 James Unions,,Port Josephville,PW,43420,US,Small Business,2022-11-19 05:51:27.213312,False,Silver
CUS-CB7FAB88192,Jennifer,Stephens,franciscoramirez@example.org,(437)796-8593x775,1995-11-16,Prefer Not to Say,752 York Ford,,Kennethland,AS,87843,US,Corporate,2026-03-21 15:13:11.921292,True,Platinum
CUS-77C92522D9D,Cindy,Andrews,christine20@example.org,(815)294-4724x99626,2003-11-24,Female,8299 Sosa Motorway Suite 069,Suite 903,Hernandezview,PA,39860,US,Corporate,2025-11-10 18:53:52.869504,True,Bronze
CUS-53E88F6FF28,Chad,Fuller,prichards@example.com,(834)530-9720x32211,1995-01-21,Prefer Not to Say,652 Kara Locks Suite 509,,East Mckenziefurt,ND,66660,US,Enterprise,2024-10-03 05:10:28.316683,True,Gold
CUS-497085BADD7,Sheri,Santiago,fwelch@example.org,001-380-757-9849x258,1964-04-20,Non-Binary,104 Allen Mall,,North Julie,CA,72039,US,Small Business,2024-06-14 09:34:58.324579,True,Silver
CUS-52D78BCB788,Hannah,Marsh,danielkey@example.net,(327)248-1077x060,1964-05-18,Non-Binary,5875 Sanchez Station Suite 809,Apt. 673,Tammymouth,DE,48939,US,Consumer,2022-03-18 08:38:11.066970,True,Platinum
CUS-85AA2F60A96,Reginald,Graham,kimberlywells@example.com,(989)828-8556,1952-06-23,Non-Binary,80510 Smith Shoal Apt. 282,Apt. 288,Smithhaven,TX,80840,US,Corporate,2025-05-02 23:25:55.641756,True,Platinum
CUS-0327466AE9E,Joy,Baldwin,vincent04@example.net,(263)402-0119x630,1945-09-14,Male,228 Brandon Way Apt. 652,,Katherinebury,OR,39004,US,Consumer,2023-03-29 21:57:40.185736,True,Bronze
CUS-DA819C426B6,Robert,Mclean,isaacklein@example.net,715-496-5662x996,1968-08-04,Female,6800 Samuel Fields Suite 785,,South Jeffreyhaven,ID,86568,US,Consumer,2026-01-31 18:55:49.970938,True,Platinum
CUS-7291F45E4E1,Andre,Taylor,mrobertson@example.com,001-345-427-1667x0639,1960-05-23,Female,65908 Jones Port Suite 929,Apt. 198,Stephenbury,GU,17649,US,Corporate,2022-08-18 03:15:16.105555,True,Platinum
CUS-0E69BB13993,Stacy,Bailey,honancy@example.org,5762815480,1954-04-23,Prefer Not to Say,352 William Ford,Suite 905,Adkinsside,ME,16264,US,Small Business,2021-10-15 09:23:27.609125,True,Silver
CUS-69F748AFC63,Sydney,Warner,aaron37@example.com,949.942.2049,1980-01-21,Prefer Not to Say,36811 Long Crossing Suite 222,Apt. 463,Pamton,KS,44372,US,Consumer,2023-10-09 01:09:55.122332,False,Bronze
CUS-47D0799EF38,Scott,Johnson,kyle38@example.com,001-617-693-9736x05073,1963-02-18,Non-Binary,30446 Robert Meadow,,Santiagoborough,NY,08748,US,Enterprise,2025-01-04 23:16:06.718172,False,Silver
CUS-DC9D95BB193,Wayne,Bishop,lblack@example.org,001-948-856-4201x49300,2005-01-03,Non-Binary,05409 Brenda Neck Apt. 130,Suite 104,Lopezmouth,CT,90750,US,Enterprise,2026-03-07 08:05:09.140826,True,Gold
CUS-D80D7C5F5C7,Jamie,Turner,contrerasedward@example.net,(336)882-8647x15231,1962-09-15,Non-Binary,05132 Reyes Crest Suite 044,Suite 636,Christopherburgh,DC,64495,US,Corporate,2024-08-04 17:37:13.389008,True,Platinum
CUS-9CAFE6D27F6,James,Shaffer,mcooper@example.org,484.692.2964x00171,1971-07-03,Female,5800 Nathaniel Roads Suite 312,,Timothytown,MT,67298,US,Small Business,2024-03-31 03:03:43.058624,True,Silver
CUS-B55A4070F8E,Deborah,Williams,sdavis@example.com,365.508.0930x480,1995-10-17,Prefer Not to Say,453 Eric Corners Suite 641,Apt. 869,Schmitttown,VA,88751,US,Enterprise,2022-12-08 18:17:54.889273,False,Platinum
CUS-C9102973D88,Caitlin,Mason,lindsay49@example.com,(535)749-2967x096,1955-06-06,Female,778 John Stravenue,,Fowlerhaven,TN,91896,US,Small Business,2022-12-30 01:38:09.643582,False,Bronze
CUS-F396C19BC21,Michael,Gillespie,dhicks@example.org,(455)791-0550,1946-10-08,Prefer Not to Say,911 Anderson Trafficway Suite 351,,Lake Michelle,ID,03372,US,Enterprise,2021-11-11 04:26:13.701014,True,Gold
CUS-6D8B1CFDD0A,Gregory,Stewart,susan48@example.net,+1-973-710-9183,1952-07-18,Male,13766 Robert Mountain,,New Paul,NV,16984,US,Corporate,2024-07-23 14:55:13.929605,True,Gold
CUS-970780AD660,James,Jordan,tyler19@example.com,001-652-552-1736x5487,1954-05-08,Non-Binary,0236 Sharp Terrace,Apt. 666,Rachelmouth,ID,36083,US,Corporate,2021-08-03 07:27:55.318400,True,Silver
CUS-5E4401AF71C,Jonathan,Evans,zjefferson@example.org,+1-649-510-0982x209,1953-03-23,Non-Binary,63805 Paige Highway Suite 849,,New Kathrynmouth,MN,51049,US,Small Business,2025-04-30 08:57:58.119222,True,Gold
CUS-B5A6EC5F041,Denise,Ross,ahodge@example.com,9765932684,1970-06-10,Male,97874 Margaret Divide,,Robinsonshire,WI,01381,US,Enterprise,2021-07-31 14:20:19.180022,True,Silver
CUS-7FE91B4CD1D,Stephanie,Parker,ryan67@example.org,6406206204,1950-06-11,Male,57889 Samuel Falls Apt. 079,Suite 858,Jacobview,IN,37057,US,Small Business,2022-08-03 22:31:33.340873,True,Bronze
CUS-40108013B61,Keith,Pittman,kelseylloyd@example.org,547.952.4330x38678,1953-03-03,Prefer Not to Say,5821 Berger Parkways,Suite 955,Rachelfurt,MH,90401,US,Enterprise,2025-01-01 21:21:09.312707,False,Silver
CUS-21BD973600B,Robert,Coleman,rachael58@example.net,492-686-6400x090,1976-01-22,Prefer Not to Say,9319 Sanchez Falls Apt. 484,,Brownfurt,HI,80706,US,Corporate,2025-08-25 06:28:30.003389,True,Silver
CUS-A1DEB5DC83A,Melody,Hicks,contrerasterri@example.net,(254)682-8445,1973-01-29,Female,999 Andrew Court,,Rachelmouth,IL,70420,US,Small Business,2026-02-01 08:24:32.848917,True,Platinum
CUS-F19B7E911D0,Brian,Buchanan,ddaniel@example.org,8633290111,2007-09-21,Male,8150 Tara Neck,,Lake Heatherchester,AR,19274,US,Consumer,2022-04-09 05:14:54.510574,True,Bronze
CUS-1D2B4ECE1C0,Tamara,Hurley,ssmith@example.com,001-481-892-7608x396,1990-03-06,Male,030 Farmer Circle,Suite 273,Lake Ruben,WA,60096,US,Consumer,2025-01-08 05:45:46.634222,True,Platinum
CUS-B17C593DEF1,Anthony,Buchanan,barnesbenjamin@example.net,493-737-4077,1957-09-08,Male,22532 Erickson Inlet Apt. 329,,New Mathewborough,IL,62644,US,Small Business,2025-06-12 12:26:01.745877,False,Gold
CUS-833D12DE051,Carlos,Bauer,freemanjames@example.com,(854)677-5145,2003-12-11,Female,3234 Wilson Coves Suite 656,,East Adrianberg,VA,06031,US,Small Business,2025-11-05 12:14:27.068542,True,Bronze
CUS-908796B7993,Ronald,Reyes,joseph63@example.com,7304348379,1981-11-11,Female,310 Ross Ramp,,New Mary,RI,47827,US,Consumer,2025-08-27 01:11:34.955975,True,Silver
CUS-172DAD8FE46,Michael,Gibson,jenniferrichards@example.org,275-594-1660x31413,1975-05-29,Male,70613 Lyons Street Suite 144,,Catherinestad,AS,53900,US,Consumer,2026-01-19 22:02:20.323198,True,Bronze
CUS-8D275A6D844,Dennis,Osborn,qgalloway@example.org,001-958-601-5222x35507,1980-12-20,Non-Binary,343 Boone Summit,,Smithton,NE,24767,US,Consumer,2022-04-11 02:59:53.964178,True,Gold
CUS-9D05095CB2A,Anthony,Green,dominique87@example.com,574.726.4312,1986-11-21,Male,968 Dylan Viaduct,Apt. 244,North Davidport,MA,81302,US,Small Business,2024-08-14 10:30:56.051762,True,Bronze
CUS-CB6F50F6035,Jennifer,Garcia,sreyes@example.com,317-371-7102,1956-09-25,Non-Binary,112 Diana Valley,,Brianshire,SD,85288,US,Consumer,2021-12-14 04:30:23.566096,True,Bronze
CUS-E9D3672DFBE,Emily,Alexander,erikhunt@example.org,001-446-653-6886x53445,1986-08-02,Non-Binary,2802 Daniel Pine,,Sanderschester,MO,65109,US,Corporate,2023-04-26 13:31:02.463435,True,Platinum
CUS-364267A95C4,Bryce,Harvey,qhayes@example.org,629-897-9357,1964-01-28,Male,55596 Cathy Path Apt. 240,,West Jessicahaven,RI,05939,US,Consumer,2026-02-06 22:50:07.668418,True,Bronze
CUS-B8E908A0F76,Julie,Curtis,simmonsblake@example.com,332-650-4993,1951-12-21,Male,52331 Fleming Heights Suite 348,,South Melanie,HI,68146,US,Enterprise,2026-02-11 19:06:21.267930,True,Platinum
CUS-60E75620F17,Laura,Salinas,jennifer32@example.net,328-812-8429x685,1948-12-06,Male,12888 Michael Mountains,,West Richard,SC,79469,US,Consumer,2021-07-21 23:52:01.558278,True,Gold
CUS-3D83B1290DA,Trevor,Merritt,rodriguezveronica@example.org,645.838.8860x1359,1952-02-25,Prefer Not to Say,6618 Owens Drive,,New Carolynville,CO,01696,US,Enterprise,2021-10-27 02:13:18.832917,True,Silver
